experiment,scenario,slot,method,compression_ratio,active_md_count,bandwidth_up_mb_s,bandwidth_down_mb_s,total_cost,total_latency,total_energy,avg_task_queue_wait,avg_queue_backlog,max_queue_backlog,mean_external_load
online_extension,online_composite_nonstationary,4,Online MinCut+BMatch,4.0,5,1.0,10.0,4.009090113571172,2.3795483965438695,1.6295417170273025,0.01425248640000013,0.01425248640000013,0.07126243200000065,0.48
online_extension,online_composite_nonstationary,5,Online Only-Local,4.0,5,1.0,10.0,18.848457004800004,6.349615057660151,12.498841947139852,0.0,0.0,0.0,0.48
online_extension,online_composite_nonstationary,5,Online Only-Server,4.0,5,1.0,10.0,9.776846168082308,5.49950241808231,4.27734375,0.030496960000000285,0.030496960000000285,0.15248480000000142,0.48
online_extension,online_composite_nonstationary,5,Static MinCut+BMatch,4.0,5,1.0,10.0,4.086172759104506,2.492163883577203,1.5940088755273023,0.02850497280000026,0.02850497280000026,0.1425248640000013,0.48
online_extension,online_composite_nonstationary,5,Online MinCut+BMatch,4.0,5,1.0,10.0,4.080352545571173,2.45081082854387,1.6295417170273025,0.02850497280000026,0.02850497280000026,0.1425248640000013,0.48
online_extension,online_composite_nonstationary,6,Online Only-Local,4.0,4,4.0,10.0,16.752378668800006,5.3968521776601515,11.355526491139852,0.0,0.0,0.0,0.26
online_extension,online_composite_nonstationary,6,Online Only-Server,4.0,4,4.0,10.0,2.992885922280942,2.0671046722809425,0.92578125,0.05718180000000053,0.04574544000000043,0.22872720000000213,0.26
online_extension,online_composite_nonstationary,6,Static MinCut+BMatch,4.0,4,4.0,10.0,2.3858514259676085,1.6272695699965558,0.7585818559710525,0.05344682400000049,0.04275745920000039,0.21378729600000196,0.26
online_extension,online_composite_nonstationary,6,Online MinCut+BMatch,4.0,4,4.0,10.0,2.2027525828676087,1.5634344916465563,0.6393180912210527,0.05344682400000049,0.04275745920000039,0.21378729600000196,0.26
online_extension,online_composite_nonstationary,7,Online Only-Local,4.0,4,4.0,10.0,16.752378668800006,5.3968521776601515,11.355526491139852,0.0,0.0,0.0,0.26
online_extension,online_composite_nonstationary,7,Online Only-Server,4.0,4,4.0,10.0,3.0132258228676063,2.0874445728676063,0.92578125,0.0,0.06099392000000057,0.30496960000000284,0.26
online_extension,online_composite_nonstationary,7,Static MinCut+BMatch,4.0,4,4.0,10.0,2.4887979356818946,1.730216079710842,0.7585818559710525,0.07918345142857204,0.06334676114285763,0.2850497280000026,0.26
online_extension,online_composite_nonstationary,7,Online MinCut+BMatch,4.0,4,4.0,10.0,2.2314398900385153,1.5921217988174625,0.6393180912210527,0.0,0.05700994560000052,0.2850497280000026,0.26
online_extension,online_composite_nonstationary,8,Online Only-Local,4.0,4,4.0,10.0,16.752378668800006,5.3968521776601515,11.355526491139852,0.0,0.0,0.0,0.26
online_extension,online_composite_nonstationary,8,Online Only-Server,4.0,4,4.0,10.0,3.022941496406658,2.0971602464066574,0.92578125,0.06235221312000078,0.05867726738285774,0.14149088000000026,0.26
online_extension,online_composite_nonstationary,8,Static MinCut+BMatch,4.0,4,4.0,10.0,2.5917444453961807,1.833162589425128,0.7585818559710525,0.10492007885714358,0.08393606308571486,0.3563121600000032,0.26
online_extension,online_composite_nonstationary,8,Online MinCut+BMatch,4.0,4,4.0,10.0,2.2142105088575663,1.5748924176365138,0.6393180912210527,0.05415346325333406,0.04965958614552436,0.1355149184000003,0.26
